"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Respostas,Navegação,"Visitas ao perfil","Toques em figurinhas",Seguimentos
17863547364465297,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Removendo vasinhos visíveis na face ✨ Tratamento eficaz e seguro com Fotona @danyfreitas_",23,"09/09/2025 08:18",https://www.instagram.com/stories/institutolucianeprado/3717924052111732741,"Story do Instagram",,Total,277,229,0,0,1,179,,,
17946989604011459,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Tratamento que valoriza a pele de forma sutil. Melhora a textura e firmeza da pele  da região! @danyfreitas_",30,"09/09/2025 08:13",https://www.instagram.com/stories/institutolucianeprado/3717922453486311033,"Story do Instagram",,Total,280,241,1,0,0,191,,,
18038839373458893,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Clareando manchas e estimulando colágeno  RedTouch para melanose solar nas mãos @danyfreitas_",28,"09/09/2025 08:07",https://www.instagram.com/stories/institutolucianeprado/3717918451918997804,"Story do Instagram",,Total,298,250,0,0,0,202,,,
18073017352882542,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","@danyfreitas_  Fortalece os fios e melhora vascularização da região Aplicação do RedTouch no couro cabeludo @danyfreitas_",35,"09/09/2025 06:49",https://www.instagram.com/stories/institutolucianeprado/3717879455922835724,"Story do Instagram",,Total,606,489,2,0,0,231,,,
17845686612546203,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Novidade para o tratamento do couro cabeludo ✨ Estímulo e crescimento do folículo capilar @danyfreitas_",14,"09/09/2025 06:44",https://www.instagram.com/stories/institutolucianeprado/3717876978255158460,"Story do Instagram",,Total,385,303,4,0,0,233,1,,
18327282547208569,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/06/2025 04:57",https://www.instagram.com/stories/institutolucianeprado/3715648472288885595,"Story do Instagram",,Total,235,197,1,0,0,206,2,,
18077936545959495,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","CO₂ + Virtue rejuvenescem e transformam a pele ✨ @yasminpugliesi  Melhoramos os pontos que incomodavam @yasminpugliesi  @yasminpugliesi",34,"09/04/2025 12:23",https://www.instagram.com/stories/institutolucianeprado/3714423420185818271,"Story do Instagram",,Total,323,281,4,0,1,260,1,,
18090029530814298,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Resultado fantástico após 45 dias Protocolo para a mãe do noivo  @yasminpugliesi",13,"09/04/2025 11:18",https://www.instagram.com/stories/institutolucianeprado/3714391398477264537,"Story do Instagram",,Total,336,296,2,0,0,258,,,
18381754882125455,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Cicatriz ou vermelhidão que incomoda? O CO2 e o RedTouch podem ajudar no tratamento! @yasminpugliesi",33,"09/04/2025 10:10",https://www.instagram.com/stories/institutolucianeprado/3714356641093652170,"Story do Instagram",,Total,356,320,3,0,0,323,,,
18544360006032611,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","O CO₂ promove renovação da pele, enquanto o RedTouch estimula colágeno em profundidade. ✨ Tratando cicatriz com tecnologia @yasminpugliesi",15,"09/04/2025 10:09",https://www.instagram.com/stories/institutolucianeprado/3714356006428360207,"Story do Instagram",,Total,640,543,4,0,0,289,,,
17908332477213421,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Avaliando a entrega de resultados das novas tecnologias  Aprimorando cada vez mais nossas técnicas @yasminpugliesi",23,"09/04/2025 10:00",https://www.instagram.com/stories/institutolucianeprado/3714351808492099193,"Story do Instagram",,Total,700,576,4,0,0,315,1,,
18521693899014120,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,15,"09/04/2025 07:17",https://www.instagram.com/stories/institutolucianeprado/3714269452024436257,"Story do Instagram",,Total,437,361,6,0,2,357,,8,
17935174428081865,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Avaliação precoce faz toda diferença! ⚠️ Ferida que não cicatrizava foi identificada como câncer",38,"09/03/2025 10:37",https://www.instagram.com/stories/institutolucianeprado/3713645609400419540,"Story do Instagram",,Total,677,516,3,1,1,237,2,,1
18031496399706573,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Unha encravada que sempre volta? A solução pode estar no procedimento cirúrgico. @yasminpugliesi",48,"09/03/2025 10:27",https://www.instagram.com/stories/institutolucianeprado/3713640254213741893,"Story do Instagram",,Total,685,539,1,1,0,249,,,
18045967985329781,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","Qual é o mais indicado para proteger a pele ? ☀️ Protetor solar: com ou sem cor? @yasminpugliesi",60,"09/03/2025 10:15",https://www.instagram.com/stories/institutolucianeprado/3713634428895912434,"Story do Instagram",,Total,731,557,3,0,1,253,1,,1
18093408802736934,17841402073846050,institutolucianeprado,"Instituto Luciane Prado",,0,"09/03/2025 04:37",https://www.instagram.com/stories/institutolucianeprado/3713464388322097350,"Story do Instagram",,Total,269,238,2,0,0,241,1,,
17858648544496562,17841402073846050,institutolucianeprado,"Instituto Luciane Prado","✨ Cabelo forte, autoestima renovada! Estimula o crescimento e recupera a densidade dos fios.  @danyfreitas_",22,"09/02/2025 11:05",https://www.instagram.com/stories/institutolucianeprado/3712934933291875402,"Story do Instagram",,Total,424,352,2,1,0,318,2,,
